KALINLIKID;KUMASCINSIID;IPLIKCINSIID;LYCRATIPIID;LYCRA;OZELLIKID;SIPARISKILO;SIPARISMETRE;PUS;FEINE;TUPACIKENMAYLI;ILAVEISLEMLER;ISLEMGRUBUID;BASKITIPIID;GRAMAJ;SIPARISPROSESID;PROSESID;RECETETURUID;LABRECETEGRUPID;LABRENKGRUPID;USTASAMAID;RENKDERINLIGIID;ICTAMIRVAR;PARTIACILISTARIHI;PARTIILKSEVKTARIHI;TERMINTARIHI
;317;;;0;;0;15;;;0;;3;1;;24;24;;;;;99;0;5.01.2021;7.01.2021;2
;317;;;0;;0;1192;;;;;1;;180;4;4;1;3;1;7;99;0;5.01.2021;12.01.2021;7
;212;;;0;;0;1460;;;0;;3;1;;173;173;;;;;99;0;5.01.2021;20.01.2021;15
;317;;;0;;0;1700;;;0;;6;;265;1;1;1;3;9;7;99;0;7.01.2021;20.01.2021;13
;317;;;0;;0;3400;;;;;1;;265;201;1;1;3;8;7;99;0;7.01.2021;20.01.2021;13
;317;;;0;;0;225;;;0;;0;;340;58;58;17;3;1;13;99;0;5.01.2021;12.01.2021;7
;317;;;0;;0;2057;;;;;1;;200;32;1;14;3;8;41;99;0;2.02.2021;10.02.2021;8
;317;;;0;;0;4000;;;;;3;;290;13;13;38;3;1;78;99;0;28.12.2020;8.01.2021;11
;317;;;0;;0;1595;;;;;3;;290;151;151;38;3;1;78;99;0;28.12.2020;13.01.2021;16
;317;;;0;;0;6053;;;0;;0;;;58;58;17;3;1;13;99;0;3.03.2022;11.03.2022;8
;317;;;0;;0;354;;;0;;1;;350;3;3;1;3;9;7;99;0;2.03.2021;10.03.2021;8
;317;;;0;;0;15;;;0;;3;19;;203;203;;;;;99;0;26.01.2021;2.02.2021;7
;317;;;0;;0;5800;;;0;;3;;;150;150;38;3;1;78;99;0;2.03.2022;9.03.2022;7
;317;;;0;;0;354;;;0;;1;;240;32;32;14;3;1;41;99;0;21.01.2021;30.01.2021;9
;317;;;0;;0;1000;;;;;3;;290;13;13;38;3;1;78;99;0;28.12.2020;8.01.2021;11
;317;;;0;;0;4000;;;;;3;;290;151;151;38;3;1;78;99;1;28.12.2020;12.01.2021;15
63;3.079;36;;0;28;31;0;;;;ENZİM, SİLİKON;1;;155;504;504;44;2;5;126;99;0;10.03.2022;17.03.2022;7
;1.777;;;0;;0;11000;;;0;;3;;;126;18;38;3;1;78;99;1;15.01.2021;10.03.2021;54
65;12;36;16;1;89;45;0;;;0;ENZİM, SİLİKON;1;;350;516;516;50;2;1;139;99;0;2.03.2022;3.03.2022;1
143;23;33;;0;;25;0;;;0;ENZİM, HİDROFİL SİLİKON;1;;280;524;524;47;2;7;126;99;0;2.03.2022;9.03.2022;7
;317;;;0;;0;2112;;;0;;3;;210;126;18;38;3;1;78;99;0;6.01.2021;12.01.2021;6
;317;;;0;;0;720;;;;;3;;240;13;13;38;3;1;78;99;0;3.03.2022;12.03.2022;9
48;22;36;;0;;209;0;;;0;ENZİM, KENAR KESME KOLA, SİLİKON;1;;180;516;516;50;2;1;139;99;0;2.03.2022;5.03.2022;3
;216;;;0;;0;1550;;;0;;1;;;4;4;1;3;5;7;99;1;13.01.2021;25.01.2021;12
;317;;;0;;0;599;;;0;;1;;;2;15;1;3;5;7;99;0;13.01.2021;8.02.2021;26
;317;;;0;;0;2054;;;0;;3;;190;126;126;38;3;1;78;99;0;3.03.2022;11.03.2022;8
;216;;;0;;0;1550;;;;;6;;;4;4;1;3;9;7;99;0;15.01.2021;26.01.2021;11
;317;;;0;;0;300;;;;;1;19;;136;136;;;;;99;0;15.01.2021;27.01.2021;12
;317;;;0;;0;2773;;;;;3;;;68;18;38;3;1;78;99;0;5.01.2021;7.01.2021;2
;3.039;;;0;;0;10;;;;;1;;;202;202;;;;;99;0;28.02.2022;4.03.2022;4
;3.039;;6;1;;0;500;;;0;;3;;275;15;15;38;3;1;78;99;0;26.01.2021;30.01.2021;4
;317;;;0;;0;5294;;;;;3;;210;126;18;38;3;1;78;99;1;21.05.2020;5.01.2021;229
;317;;;0;;0;1000;;;;;1;;;139;139;1;3;9;7;99;0;6.01.2021;16.01.2021;10
;317;;6;1;;0;3;;;;;0;19;;159;159;17;3;1;13;99;0;7.09.2020;11.01.2021;126
;3.089;45;36;1;;641;0;;;0;SİLİKON;1;3;170;2.082;2.082;50;2;1;139;99;0;2.03.2022;7.03.2022;5
;317;;;0;;0;30;;;0;;1;17;;38;38;1;3;7;7;99;0;5.01.2021;12.01.2021;7
;317;;;0;;0;30;;;;;1;;;80;80;1;3;7;7;99;0;5.01.2021;11.01.2021;6
;28;;;0;;0;270;;;;;1;;;277;277;1;3;5;7;99;0;8.02.2021;25.02.2021;17
;1.778;;;0;;0;356;;;0;;3;;;68;67;38;3;1;78;99;0;5.01.2021;25.01.2021;20
;2.629;137;;0;49;265;0;;;;SİLİKON;1;;200;500;500;47;2;5;126;99;0;27.01.2022;2.02.2022;6
;317;;;0;;0;700;;;;;3;19;;136;136;;;;;99;0;20.10.2021;18.02.2022;121
63;22;68;;0;;665;0;;;;KENAR KESME KOLA, SİLİKON;3;2;145;2.083;2.083;49;2;1;126;99;0;5.01.2022;9.03.2022;63
;1.777;;;0;;0;5050;;;0;;3;;;29;29;38;3;1;78;99;1;15.01.2021;22.01.2021;7
;317;;;0;;0;690;;;;;1;19;;136;136;;;;;99;0;15.01.2021;27.01.2021;12
;187;;;0;;0;4000;;;0;;1;1;;49;48;1;3;1;7;99;1;15.01.2021;5.02.2021;21
;317;;;0;;0;2435;;;;;3;;;13;13;38;3;1;78;99;1;11.01.2021;23.01.2021;12
63;22;135;;0;;20;0;;;0;KENAR KESME KOLA, SİLİKON;3;2;155;520;520;;;;;99;0;27.01.2022;28.01.2022;1
63;22;7;;0;;140;0;;;;ENZİM, KENAR KESME KOLA, SİLİKON;0;;150;500;500;17;2;1;126;99;0;31.01.2022;4.02.2022;4
;34;;;0;;0;270;;;0;;1;2;;68;67;1;3;5;7;99;0;25.02.2021;26.02.2021;1
;317;;;0;;0;2338;;;;;3;;;2;15;1;3;5;7;99;0;13.01.2021;9.02.2021;27
;317;;;0;;0;5;;;;;1;2;;84;159;17;3;1;13;99;0;28.12.2020;2.03.2022;429
;23;36;;0;28;20;0;;;0;ENZİM, SİLİKON;3;;410;504;504;49;2;1;126;99;0;2.03.2022;3.03.2022;1
;187;;;0;;0;2800;;;;;1;1;;49;48;1;3;1;7;99;0;15.01.2021;12.02.2021;28
65;20;36;16;1;;5;0;;;;ENZİM, SİLİKON;3;;;504;504;49;2;1;126;99;0;2.03.2022;3.03.2022;1
;317;;;0;;0;10;;;;;1;1;275;40;40;;;;;99;0;30.12.2020;13.01.2021;14
;317;;;0;;0;607;;;0;;2;;;270;270;;;;;99;1;11.01.2021;15.01.2021;4
;317;;;0;;0;161;;;;;1;;;68;67;;;;;99;0;25.02.2021;26.02.2021;1
;628;;;0;;0;200;;;;;3;;;29;29;38;3;1;78;99;0;1.03.2022;8.03.2022;7
;317;;;0;;0;1100;;;0;;3;;280;29;29;38;3;1;78;99;0;7.01.2021;14.01.2021;7
;317;;;0;;0;14;;;0;;1;1;;24;24;;;;;99;0;7.01.2021;12.01.2021;5
;317;;;0;;0;1428;;;0;;3;;;13;13;38;3;1;78;99;1;7.01.2021;21.01.2021;14
;317;;;0;;0;1200;;;;;1;;;139;139;1;3;8;7;99;0;6.01.2021;16.01.2021;10
;317;;;0;;0;1300;;;;;1;;;139;139;1;3;6;7;99;0;6.01.2021;16.01.2021;10
;2.169;;;0;;0;24;;;;;3;19;;203;203;;;;;99;0;6.01.2021;10.01.2022;369
;317;;;0;;0;5525;;;;;6;;;32;32;14;3;9;41;99;1;5.01.2021;21.01.2021;16
;317;;;0;;0;3150;;;0;;1;4;;41;41;;;;;99;0;6.01.2021;16.01.2021;10
;317;;;0;;0;4108;;;0;;3;;280;29;29;38;3;1;78;99;0;5.01.2021;12.01.2021;7
;317;;;0;;0;1395;;;0;;6;;;1;1;1;3;9;7;99;1;5.01.2021;21.01.2021;16
;317;;;0;;0;100;;;;;1;19;;209;0;;;;;99;0;30.12.2020;13.01.2021;14
;2.169;;;0;;0;1107;;;0;;0;;;58;58;17;3;1;13;99;0;4.02.2021;13.02.2021;9
;2.169;;;0;;0;350;;;;;0;;;58;58;17;3;1;13;99;1;4.02.2021;13.02.2021;9
;317;;;0;;0;1680;;;;;0;19;;159;159;17;3;1;13;99;0;6.01.2021;6.02.2021;31
;317;;;0;;0;1100;;;;;0;19;;159;159;17;3;1;13;99;0;6.01.2021;4.02.2021;29
;317;;;0;;0;4450;;;;;0;19;;159;159;17;3;1;13;99;0;6.01.2021;27.02.2021;52
;317;;;0;;0;2512;;;0;;3;;;126;18;38;3;1;78;99;1;13.01.2021;22.01.2021;9
;317;;;0;;0;1590;;;;;0;19;;159;159;17;3;1;13;99;0;6.01.2021;27.02.2021;52
;317;;;0;;0;15;;;0;;3;1;;24;24;;;;;99;0;7.03.2022;14.03.2022;7
;317;;;0;;0;1030;;;;;0;19;;159;159;17;3;1;13;99;0;6.01.2021;10.02.2021;35
;317;;;0;;0;3920;;;;;0;;;58;58;17;3;1;13;99;0;6.01.2021;20.01.2021;14
;317;;;0;;0;580;;;;;0;19;;159;159;17;3;1;13;99;0;6.01.2021;4.02.2021;29
;39;;;0;;0;230;;;0;;1;;;1;1;1;3;1;7;99;0;9.03.2022;17.03.2022;8
94;22;36;18;1;;2200;0;;;0;ENZİM, IPEKSI APRE, KENAR KESME KOLA;1;;180;502;502;44;2;8;126;99;0;10.03.2022;16.03.2022;6
;317;;;0;;0;150;;;;;3;;;151;0;38;3;1;78;99;0;8.01.2021;18.01.2021;10
;317;;;0;;0;8;;;;;3;19;;136;136;;;;;99;0;9.12.2020;8.01.2021;30
;317;;;0;;0;1800;;;;;3;2;70;48;47;;;;;99;0;21.02.2022;4.03.2022;11
;317;;;0;;0;100;;;;;1;2;;84;84;17;3;1;13;99;0;7.01.2021;6.02.2021;30
;317;;;0;;0;1700;;;;;3;2;70;48;47;;;;;99;0;21.02.2022;5.03.2022;12
;317;;;0;;0;10;;;0;;3;19;;136;136;;;;;99;0;21.12.2020;12.01.2021;22
;317;;;0;;0;10;;;;;0;19;;159;159;17;3;1;13;99;0;1.10.2020;9.01.2021;100
;317;;;0;;0;1250;;;;;3;2;70;48;47;;;;;99;0;21.02.2022;5.03.2022;12
;317;;;0;;0;900;;;;;3;;;13;13;38;3;1;78;99;0;6.01.2021;15.01.2021;9
;317;;;0;;0;10;;;;;1;1;390;38;38;1;3;6;7;99;0;11.11.2020;12.01.2021;62
;317;;;0;;0;15;;;;;3;19;;137;137;;;;;99;1;19.01.2022;14.03.2022;54
;317;;;0;;0;150;;;;;0;1;;40;40;;;;;99;0;6.01.2021;21.01.2021;15
;317;;;0;;0;607;;;;;2;;280;110;111;;;;;99;0;8.01.2021;19.01.2021;11
;2.685;;;0;;0;20;;;;;1;2;;48;47;;;;;99;0;24.12.2020;7.01.2021;14
;317;;;0;;0;15;;;0;;1;1;K.GR;24;24;;;;;99;0;6.01.2021;12.01.2021;6
;317;;;0;;0;14;;;0;;1;1;295;24;24;;;;;99;0;6.01.2021;13.01.2021;7
;3.039;;6;1;;0;10;;;;;1;;;16;16;;;;;99;0;18.01.2021;25.01.2021;7
74;23;36;;0;;722;0;;;0;SİLİKON;6;;290;500;500;47;2;9;126;99;0;2.03.2022;4.03.2022;2
;317;;;0;;0;1055;;;;;1;;;5;5;2;3;1;8;99;1;6.01.2021;20.01.2021;14
65;20;36;16;1;;137;0;;;;SİLİKON;6;;;500;500;47;2;9;126;99;0;2.03.2022;4.03.2022;2
;317;;;0;;0;10;;;;;1;2;;84;84;17;3;1;13;99;0;7.12.2020;7.01.2021;31
;1.747;;;0;;0;2185;;;;;1;;;2;188;1;3;1;7;99;0;11.01.2021;25.01.2021;14
;317;;;0;;0;500;;;;;0;;;58;58;17;3;1;13;99;0;4.01.2021;13.01.2021;9
;317;;;0;;0;1103;;;;;1;;;5;5;2;3;1;8;99;0;4.01.2021;14.01.2021;10
;317;;;0;;0;1950;;;;;3;;;13;13;38;3;1;78;99;0;7.01.2021;12.01.2021;5
;317;;;0;;0;1000;;;;;1;;;5;5;2;3;8;8;99;0;6.01.2021;19.01.2021;13
;2.169;;;0;;0;1;;;0;;3;19;;203;203;;;;;99;0;6.01.2021;12.01.2021;6
;2.169;;;0;;0;1;;;;;3;19;;203;203;;;;;99;0;6.01.2021;12.01.2021;6
63;22;36;;0;;27;0;;;;SİLİKON;6;;;500;500;47;2;9;126;99;0;2.03.2022;5.03.2022;3
;2.169;;;0;;0;14;;;;;3;19;;203;203;;;;;99;0;6.01.2021;12.01.2021;6
;317;;;0;;0;15;;;0;;1;19;;203;203;;;;;99;0;4.03.2022;6.03.2022;2
;317;;;0;;0;1500;;;;;1;;;5;5;2;3;4;8;99;1;6.01.2021;26.01.2021;20
;1.747;;;0;;0;520;;;0;;0;;;188;58;17;3;1;13;99;0;7.01.2021;13.01.2021;6
;317;;;0;;0;10;;;;;3;2;;183;183;;;;;99;0;10.12.2020;7.01.2021;28
;3.039;;;0;;0;800;;;0;;1;;;3;3;1;3;3;7;99;0;6.01.2021;14.01.2021;8
;317;;;0;;0;10;;;;;3;19;;137;137;;;;;99;0;27.01.2022;8.02.2022;12
;3.039;;;0;;0;1000;;;;;3;;;126;18;;;;;99;0;6.01.2021;14.01.2021;8
74;23;36;;0;;838;0;;;0;SİLİKON;1;;290;500;500;47;2;4;126;99;0;2.03.2022;4.03.2022;2
63;20;36;16;1;;141;0;;;;SİLİKON;1;;;500;500;47;2;4;126;99;0;2.03.2022;4.03.2022;2
;2.169;;;0;;0;445;;;;;0;;;188;58;17;3;1;13;99;0;7.01.2021;16.01.2021;9
;317;;;0;;0;1411;;;0;;3;;;13;13;38;3;1;78;99;1;8.01.2021;15.01.2021;7
;317;;;0;;0;2963;;;;;1;;;54;54;18;3;9;15;99;0;6.01.2021;19.01.2021;13
;317;;;0;;0;500;;;0;;6;;;2;2;1;3;9;7;99;1;13.01.2021;26.01.2021;13
;317;;;0;;0;100;;;0;;3;;;13;13;38;3;1;78;99;0;7.01.2021;14.01.2021;7
;213;;;0;;0;1850;;;0;;3;;;29;29;38;3;1;78;99;0;13.01.2021;21.01.2021;8
;317;;;0;;0;20;;;0;;3;1;;24;24;;;;;99;0;7.01.2021;12.01.2021;5
;1.777;;;0;;0;4350;;;;;3;;;29;29;38;3;1;78;99;0;30.12.2020;7.01.2021;8
;317;;;0;;0;5500;;;;;3;;300;13;13;38;3;1;78;99;1;6.01.2021;11.02.2022;401
;317;;;0;;0;2123;;;0;;3;;;151;151;38;3;1;78;99;1;8.01.2021;20.01.2021;12
;317;;;0;;0;172;;;0;;3;;160;126;18;38;3;1;78;99;0;8.01.2021;22.01.2021;14
;317;;;0;;0;3634;;;;;1;1;215;94;94;8;3;1;10;99;0;6.01.2021;14.01.2021;8
65;20;36;16;1;;8;0;;;;SİLİKON;1;;;500;500;47;2;4;126;99;0;2.03.2022;4.03.2022;2
;317;;;0;;0;18529;;;0;;3;;;13;13;38;3;1;78;99;1;7.01.2021;23.01.2021;16
;317;;;0;;0;3839;;;;;3;;;13;13;38;3;1;78;99;0;7.01.2021;21.01.2021;14
;3.039;;;0;;0;991;;;0;;1;;;55;55;;;;;99;0;6.01.2021;7.01.2021;1
;317;;;0;;0;330;;;;;3;;265;13;13;38;3;1;78;99;1;8.01.2021;20.01.2021;12
63;22;36;;0;;64;0;;;;SİLİKON;1;;;500;500;47;2;4;126;99;0;2.03.2022;4.03.2022;2
;317;;;0;;0;10;;;;;3;19;;203;203;;;;;99;0;8.01.2021;14.01.2021;6
;317;;;0;;0;10;;;;;3;19;;203;203;;;;;99;0;8.01.2021;14.01.2021;6
;317;;;0;;0;10;;;;;3;19;;203;203;;;;;99;0;8.01.2021;14.01.2021;6
;182;;;0;;0;730;;;;;6;;;3;3;1;3;9;7;99;0;6.01.2021;16.01.2021;10
;317;;;0;;0;5665;;;;;3;;;13;13;38;3;1;78;99;0;7.01.2021;12.01.2021;5
;317;;;0;;0;100;;;;;0;;325;58;58;17;3;1;13;99;0;7.01.2021;16.01.2021;9
;317;;;0;;0;800;;;0;;3;;;13;13;38;3;1;78;99;1;7.01.2021;20.01.2021;13
;317;;;0;;0;5500;;;;;3;;280;13;13;38;3;1;78;99;0;7.01.2021;19.01.2021;12
;317;;;0;;0;500;;;;;0;;;58;58;17;3;1;13;99;1;7.01.2021;19.01.2021;12
;317;;;0;;0;5550;;;0;;1;;;4;4;1;3;5;7;99;0;7.01.2021;15.01.2021;8
;317;;;0;;0;100;;;0;;1;;;3;3;1;3;4;7;99;0;7.01.2021;19.01.2021;12
;317;;;0;;0;100;;;;;1;;;3;3;1;3;3;7;99;0;7.01.2021;13.01.2021;6
;317;;;0;;0;100;;;;;1;;;3;3;1;3;1;7;99;0;7.01.2021;13.01.2021;6
;317;;;0;;0;97;;;;;1;;;3;3;1;3;6;7;99;0;7.01.2021;13.01.2021;6
;317;;;0;;0;57;;;0;;1;19;80;136;136;;;;;99;0;4.03.2022;9.03.2022;5
;317;;;0;;0;6707;;;0;;3;;225;13;13;38;3;1;78;99;1;13.01.2021;25.01.2021;12
;3.039;;;0;;0;450;;;;;1;19;;159;159;17;3;1;13;99;0;15.03.2020;13.01.2021;304
63;22;71;;0;28;20;0;;;0;ENZİM;6;;260;500;500;44;2;9;126;99;0;2.03.2022;4.03.2022;2
;317;;;0;;0;2609;;;0;;3;;;126;18;38;3;1;78;99;0;7.01.2021;14.01.2021;7
;317;;;0;;0;1335;;;0;;6;;;1;1;1;3;9;7;99;0;7.01.2021;15.01.2021;8
63;22;71;;0;28;20;0;;;;ENZİM;1;;260;500;500;44;2;8;126;99;0;2.03.2022;4.03.2022;2
63;22;163;28;1;;24;0;;;0;ENZİM, SİLİKON;6;;;502;502;44;2;9;126;99;0;7.03.2022;14.03.2022;7
;317;;;0;;0;136;;;0;;1;1;220;94;94;8;3;1;10;99;0;7.01.2021;19.01.2021;12
;3.039;;;0;;0;210;;;;;1;19;;159;159;17;3;1;13;99;0;18.06.2020;14.01.2021;210
;3.039;;;0;;0;190;;;;;1;19;;159;159;17;3;1;13;99;0;18.06.2020;14.01.2021;210
;3.039;;;0;;0;155;;;;;1;19;;159;159;17;3;1;13;99;0;18.06.2020;14.01.2021;210
185;6;142;2;1;;1505;0;;;0;ENZİM, KENAR KESME, SİLİKON;1;;270;502;502;51;2;1;126;99;0;2.03.2022;4.03.2022;2
;3.039;;;0;;0;220;;;;;1;19;;159;159;17;3;1;13;99;0;18.06.2020;14.01.2021;210
;3.039;;;0;;0;160;;;;;1;19;;159;159;17;3;1;13;99;0;15.03.2020;14.01.2021;305
;317;;;0;;0;549;;;;;1;;;3;3;1;3;6;7;99;0;7.01.2021;20.01.2021;13
;1.976;;;0;;0;2612;;;0;;3;;;270;270;;;;;99;1;7.01.2021;13.01.2021;6
;317;;;0;;0;139;;;;;1;1;220;94;94;8;3;1;10;99;0;7.01.2021;19.01.2021;12
;317;;;0;;0;126;;;;;1;1;220;94;94;8;3;1;10;99;0;7.01.2021;19.01.2021;12
;317;;;0;;0;15;;;0;;1;19;;159;159;17;3;1;13;99;0;8.01.2021;24.01.2021;16
;317;;;0;;0;139;;;;;1;1;220;94;94;8;3;1;10;99;0;7.01.2021;19.01.2021;12
;317;;;0;;0;126;;;;;1;1;220;94;94;8;3;1;10;99;0;7.01.2021;19.01.2021;12
;317;;;0;;0;500;;;;;6;;220;1;1;1;3;9;7;99;1;29.12.2020;15.01.2021;17
;317;;;0;;0;5;;;;;1;19;270;203;203;;;;;99;0;7.01.2021;14.01.2021;7
;317;;;0;;0;5;;;;;1;19;270;203;203;;;;;99;0;7.01.2021;14.01.2021;7
;317;;;0;;0;5;;;;;1;19;270;203;203;;;;;99;0;7.01.2021;14.01.2021;7
;317;;;0;;0;5;;;;;1;19;270;203;203;;;;;99;0;7.01.2021;14.01.2021;7
;317;;;0;;0;100;;;0;;1;;320;1;1;1;3;1;7;99;1;7.01.2021;18.01.2021;11
;317;;;0;;0;15;;;0;;1;1;;24;24;;;;;99;0;8.01.2021;13.01.2021;5
;317;;;0;;0;30;;;0;;1;1;275;24;24;;;;;99;0;7.01.2021;13.01.2021;6
;317;;;0;;0;849;;;0;;1;;;5;5;2;3;8;8;99;0;7.01.2021;19.01.2021;12
;317;;;0;;0;451;;;;;3;;300;201;201;38;3;1;78;99;0;7.01.2021;8.01.2021;1
;317;;;0;;0;900;;;0;;1;;225;2;2;1;3;6;7;99;0;8.01.2021;21.01.2021;13
;317;;;0;;0;17200;;;0;;1;;;111;112;14;3;3;41;99;0;7.01.2021;25.01.2021;18
;317;;;0;;0;10;;;0;;1;19;;203;203;;;;;99;0;22.01.2021;29.01.2021;7
;317;;;0;;0;1397;;;;;3;;380;68;67;38;3;1;78;99;0;22.01.2021;26.01.2021;4
;317;;;0;;0;15;;;0;;1;19;180;203;203;;;;;99;0;2.03.2022;14.03.2022;12
;317;;;0;;0;1000;;;0;;0;;;53;53;17;3;1;13;99;0;7.01.2021;12.01.2021;5
;317;;;0;;0;370;;;;;3;;;29;29;38;3;1;78;99;0;7.01.2021;12.01.2021;5
;317;;;0;;0;5350;;;0;;0;;260;58;58;17;3;1;13;99;1;7.01.2021;18.01.2021;11
;317;;;0;;0;50;;;;;3;;;15;15;38;3;1;78;99;1;8.01.2021;26.01.2021;18
;317;;;0;;0;10;;;0;;1;1;340;24;24;;;;;99;0;2.03.2022;18.03.2022;16
;317;;;0;;0;599;;;0;;1;1;305;24;24;;;;;99;0;3.03.2022;13.03.2022;10
;23;70;;0;28;16;0;;;0;ENZİM, SİLİKON;1;;450;504;504;44;2;4;126;99;0;2.03.2022;3.03.2022;1
;1.777;;;0;;0;850;;;0;;0;;;53;53;17;3;1;13;99;0;7.01.2021;23.01.2021;16
;1.777;;;0;;0;928;;;;;6;;;4;4;1;3;9;7;99;0;8.01.2021;20.01.2021;12
;1.777;;;0;;0;1000;;;;;1;;;4;4;14;3;2;41;99;0;7.01.2021;5.02.2021;29
;317;;;0;;0;900;;;;;1;;;277;277;1;3;6;7;99;0;16.02.2021;24.02.2021;8
;1.777;;;0;;0;1000;;;;;1;;;8;4;2;3;5;8;99;0;7.01.2021;19.02.2021;43
;317;;;0;;0;1728;;;;;3;;;68;18;38;3;1;78;99;1;7.01.2021;14.01.2021;7
48;12;77;16;1;85;115;0;;;0;SİLİKON;6;;345;500;500;45;2;9;126;99;0;3.03.2022;14.03.2022;11
;317;;;0;;0;900;;;;;1;;225;2;2;1;3;5;7;99;1;8.01.2021;22.01.2021;14
;317;;;0;;0;2336;;;;;3;;;68;67;38;3;1;78;99;0;7.01.2021;8.01.2021;1
94;12;36;16;1;;28;0;;;0;ENZİM, IPEKSI APRE;1;;190;500;500;44;2;8;126;99;0;3.03.2022;5.03.2022;2
;317;;;0;;0;55;;;;;3;;;68;67;38;3;1;78;99;0;7.01.2021;9.01.2021;2
;317;;;0;;0;46;;;0;;3;19;;203;203;;;;;99;1;21.01.2021;2.02.2021;12
63;22;94;;0;;12;0;;;;ENZİM, IPEKSI APRE, KENAR KESME KOLA;1;;145;500;500;44;2;8;126;99;0;3.03.2022;5.03.2022;2
;317;;;0;;0;3100;;;0;;1;;145;32;32;14;3;1;41;99;1;8.01.2021;20.01.2021;12
;317;;;0;;0;4400;;;;;1;;225;2;2;1;3;4;7;99;0;8.01.2021;28.01.2021;20
;317;;;0;;0;6875;;;;;2;;255;269;269;;;;;99;1;8.01.2021;13.01.2021;5
;317;;;0;;0;3520;;;0;;1;;;1;1;1;3;1;7;99;1;8.01.2021;26.01.2021;18
;317;;;0;;0;1275;;;0;;1;;;8;6;2;3;5;8;99;0;8.01.2021;18.01.2021;10
84;23;16;;0;;15;0;;;0;SİLİKON;1;;260;504;504;46;2;5;126;99;0;3.03.2022;5.03.2022;2
;317;;;0;;0;1000;;;;;6;;;8;8;2;3;9;8;99;0;8.01.2021;19.01.2021;11
;317;;;0;;0;33000;;;0;;3;;380;29;29;38;3;1;78;99;1;7.01.2021;21.01.2021;14
;317;;;0;;0;3439;;;;;3;;;15;15;38;3;1;78;99;1;8.01.2021;16.01.2021;8
;317;;;0;;0;90;;;0;;1;;400;7;7;2;3;1;8;99;0;13.01.2021;30.01.2021;17
65;12;16;16;1;;11;0;;;;SİLİKON;1;;320;504;504;46;2;5;126;99;0;3.03.2022;5.03.2022;2
;317;;;0;;0;90;;;;;6;;400;7;7;2;3;9;8;99;0;13.01.2021;28.01.2021;15
;317;;;0;;0;25;;;0;;3;19;;203;203;;;;;99;0;8.01.2021;13.01.2021;5
63;11;160;;0;;18;0;;;;SİLİKON;1;;310;504;504;46;2;5;126;99;0;3.03.2022;5.03.2022;2
;317;;;0;;0;10;;;0;;1;19;150;136;136;;;;;99;0;8.01.2021;15.01.2021;7
63;11;159;;0;59;17;0;;;;SİLİKON;1;;310;502;502;46;2;5;126;99;0;3.03.2022;5.03.2022;2
;317;;;0;;0;40;;;;;1;2;150;48;47;;;;;99;0;8.01.2021;13.01.2021;5
;317;;;0;;0;5;;;;;1;19;150;136;136;;;;;99;0;8.01.2021;23.08.2021;227
;317;;;0;;0;2744;;;0;;3;;;126;18;38;3;1;78;99;0;13.01.2021;19.01.2021;6
;317;;;0;;0;634;;;;;3;;;2;13;1;3;9;7;99;1;13.01.2021;12.02.2021;30
;317;;;0;;0;10;;;;;1;;;17;17;;;;;99;0;7.01.2021;13.01.2021;6
;317;;;0;;0;5;;;;;1;19;270;203;203;;;;;99;0;11.01.2021;14.01.2021;3
;1.769;;;0;;0;1;;;;;0;19;;203;203;17;3;1;13;99;0;8.01.2021;12.01.2021;4
;317;;;0;;0;20;;;0;;3;1;;24;24;;;;;99;0;2.03.2022;5.03.2022;3
;1.769;;;0;;0;10;;;;;0;19;;203;203;17;3;1;13;99;0;8.01.2021;13.01.2021;5
;4;;11;1;;0;2;;;0;;1;19;K.ÇEKMESİ;203;203;;;;;99;0;8.01.2021;12.01.2021;4
;317;;;0;;0;120;;;0;;3;19;;136;136;;;;;99;0;21.12.2020;15.01.2021;25
;4;;11;1;;0;2;;;;;1;19;K.ÇEKMESİ;203;203;;;;;99;0;8.01.2021;12.01.2021;4
;317;;;0;;0;10;;;;;1;19;;203;203;;;;;99;0;22.01.2021;29.01.2021;7
;317;;;0;;0;12;;;;;3;1;;24;24;;;;;99;0;2.03.2022;5.03.2022;3
;317;;;0;;0;20;;;;;1;1;;38;38;1;3;5;7;99;0;25.12.2020;8.01.2021;14
;317;;;0;;0;121;;;0;;1;1;;38;38;1;3;6;7;99;0;14.01.2021;31.01.2021;17
;317;;;0;;0;10;;;0;;1;1;;24;24;;;;;99;0;2.03.2022;6.03.2022;4
;317;;;0;;0;10;;;;;1;1;;24;24;;;;;99;0;2.03.2022;6.03.2022;4
;317;;;0;;0;5249;;;;;1;;;4;4;1;3;1;7;99;0;12.01.2021;23.01.2021;11
;317;;;0;;0;10;;;;;3;2;;48;47;;;;;99;0;24.02.2022;7.03.2022;11
;317;;;0;;0;5;;;;;1;19;240;203;203;;;;;99;0;11.01.2021;14.01.2021;3
;3.039;;;0;;0;100;;;;;1;19;;159;159;17;3;1;13;99;0;11.01.2021;14.01.2021;3
;605;;;0;;0;15;;;0;;3;19;;203;203;;;;;99;0;25.01.2021;2.02.2021;8
;705;;;0;;0;10;;;;;1;2;;84;84;17;3;1;13;99;0;11.12.2020;27.01.2021;47
;317;;;0;;0;1503;;;0;;1;;;32;201;14;3;8;41;99;0;8.01.2021;15.01.2021;7
;317;;;0;;0;786;;;;;1;;;32;32;14;3;8;41;99;0;8.01.2021;16.01.2021;8
